year,Barking and Dagenham,Barnet,Barnsley,Bath and North East Somerset,Bedfordshire,Bexley,Birmingham,Blackburn with Darwen,Blackpool,Bolton,Bournemouth and Poole,Bradford,Brent,Brighton and Hove,"Bristol, City of",Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Cheshire,City of London and Hackney,Cornwall and Isles of Scilly,County Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East Berkshire,East Riding of Yorkshire,East Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Halton and St. Helens,Hammersmith and Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,"Herefordshire, County of",Hertfordshire,Hillingdon,Hounslow,Isle of Wight,Islington,Kensington and Chelsea,Kent,"Kingston upon Hull, City of",Kingston upon Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire and Rutland,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton and Sutton,Middlesbrough,Milton Keynes,Newcastle upon Tyne,Newham,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Tyneside,North Yorkshire and York,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Redbridge,Redcar and Cleveland,Richmond upon Thames,Rochdale,Rotherham,Salford,Sandwell,Sefton,Sheffield,Shropshire,Solihull,Somerset,South Gloucestershire,South Tyneside,Southampton,Southwark,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Swindon,Tameside,Telford and Wrekin,Torbay,Tower Hamlets,Trafford,Wakefield,Walsall,Waltham Forest,Wandsworth,Warrington,Warwickshire,West Berkshire,West Sussex,Westminster,Wigan,Wiltshire,Wirral,Wolverhampton,Worcestershire
2015,34.635,17.813,29.568,12.094000000000001,14.869,16.17,37.768,34.189,41.997,28.42,18.931,33.168,26.655,23.441,27.160999999999998,15.164000000000001,9.757,21.769000000000002,24.607,13.392999999999999,24.959,15.993,34.753,23.783,25.741,28.107,23.643,21.331,23.639,27.79,18.515,17.086,29.051,14.335999999999999,22.958000000000002,23.585,13.492,15.792,18.825,26.994,18.311,25.932,15.014000000000001,25.544,30.698,24.362,11.917,31.043000000000003,14.302,33.178000000000004,17.875999999999998,19.737000000000002,12.192,18.108,22.469,23.087,32.534,23.375999999999998,18.805,41.235,11.125,23.964000000000002,41.387,28.913,22.495,26.623,33.065,12.304,28.590999999999998,20.609,41.126000000000005,27.576999999999998,40.512,22.331999999999997,14.757,40.216,18.029,28.264,32.939,21.158,30.898000000000003,21.363000000000003,15.783,21.279,14.031,18.936,20.525,36.927,18.85,30.291,11.513,27.659000000000002,26.643,27.054000000000002,20.242,28.566999999999997,10.037,33.684,28.279,32.959,34.614000000000004,25.732,27.568,16.689,17.238,17.783,11.357999999999999,30.608,26.878,29.489,16.38,19.108,24.625,34.36,18.314,29.725,9.386000000000001,17.857,29.38,24.851999999999997,28.788,35.657,15.388,26.892,30.37,30.19,18.295,19.312,15.005999999999998,10.242,14.027000000000001,27.686,24.857,13.466,26.892,33.183,17.704
2019,32.768,16.148,29.933000000000003,11.745,14.695,16.273,38.067,36.013000000000005,45.038999999999994,30.691,18.173,34.666,25.558000000000003,20.761,26.363000000000003,14.163,10.052,23.682,26.351,13.857999999999999,20.131,16.177,31.931,23.029,26.793000000000003,25.613000000000003,22.476999999999997,21.261,25.656999999999996,26.323,18.392,16.607,30.289,15.735,24.103,22.71,13.395,15.605,19.77,25.781,17.917,28.217,14.932,24.464000000000002,31.855,22.27,12.693,27.956,15.030999999999999,35.037,16.789,18.89,12.732000000000001,18.223,21.487,23.294,27.535,21.526,19.538,40.564,11.380999999999998,25.151,43.006,25.421999999999997,23.443,27.301,30.877,12.119,26.660999999999998,20.29,42.412,25.908,40.005,23.936,14.318,40.46,17.98,29.79,29.576999999999998,21.183000000000003,31.335,22.096,15.825,22.279,13.991,18.605,22.079,34.891,18.999000000000002,33.155,11.655999999999999,27.820999999999998,26.619,26.899,17.203,29.791999999999998,9.425,34.415,29.55,34.21,34.884,27.035,27.06,17.153,17.37,18.553,11.66,31.509,26.875999999999998,25.811,16.567,20.826,25.79,34.504,18.46,30.586,10.087,18.622,31.374000000000002,24.988000000000003,28.104,27.913,16.088,27.305999999999997,31.555,25.209,16.611,18.942,15.64,9.952,14.429,20.339000000000002,25.713,13.447000000000001,29.589000000000002,32.102,18.089000000000002
