year,Barking and Dagenham,Barnet,Barnsley,Bath and North East Somerset,Bedfordshire,Bexley,Birmingham,Blackburn with Darwen,Blackpool,Bolton,Bournemouth and Poole,Bradford,Brent,Brighton and Hove,"Bristol, City of",Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Cheshire,City of London and Hackney,Cornwall and Isles of Scilly,County Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East Berkshire,East Riding of Yorkshire,East Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Halton and St. Helens,Hammersmith and Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,"Herefordshire, County of",Hertfordshire,Hillingdon,Hounslow,Isle of Wight,Islington,Kensington and Chelsea,Kent,"Kingston upon Hull, City of",Kingston upon Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire and Rutland,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton and Sutton,Middlesbrough,Milton Keynes,Newcastle upon Tyne,Newham,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Tyneside,North Yorkshire and York,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Redbridge,Redcar and Cleveland,Richmond upon Thames,Rochdale,Rotherham,Salford,Sandwell,Sefton,Sheffield,Shropshire,Solihull,Somerset,South Gloucestershire,South Tyneside,Southampton,Southwark,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Swindon,Tameside and Glossop,Telford and Wrekin,Torbay,Tower Hamlets,Trafford,Wakefield,Walsall,Waltham Forest,Wandsworth,Warrington,Warwickshire,West Berkshire,West Sussex,Westminster,Wigan,Wiltshire,Wirral,Wolverhampton,Worcestershire
2014,14,7,39,23,18,8,23,62,105,40,,44,8,14,30,10,30,40,31,22,12,29,10,33,35,29,15,35,57,38,31,22,31,28,26,13,15,21,21,8,16,50,22,10,53,21,21,15,,42,15,18,16,12,9,36,23,15,29,49,10,27,32,17,38,27,15,10,11,29,33,19,47,17,14,92,30,34,15,31,29,32,27,31,24,30,32,31,27,35,22,44,30,36,16,65,10,36,24,64,26,20,22,20,26,30,12,37,39,15,21,37,43,30,22,20,14,40,54,28,38,14,24,51,19,13,10,39,25,19,16,18,66,25,31,22,19
2015,14,11,45,,18,8,27,74,103,43,33,43,7,10,36,17,29,21,31,23,19,28,19,30,30,19,15,33,18,32,36,22,42,28,27,13,17,21,25,9,16,42,24,12,55,14,18,15,7,51,12,15,17,13,14,16,15,11,28,40,9,25,60,14,40,25,16,15,15,25,47,20,44,19,18,68,17,31,10,31,37,27,22,36,29,33,37,26,22,30,24,49,44,36,11,54,8,33,28,50,24,25,23,24,23,28,17,42,36,16,25,35,35,38,20,22,16,57,50,18,33,15,26,41,32,8,11,32,25,18,23,15,50,22,31,35,21
2016,10,12,35,23,26,14,28,71,116,48,47,41,8,24,27,16,32,23,25,24,13,27,13,33,26,25,15,39,25,32,34,19,43,28,33,14,22,25,24,8,19,46,31,9,63,24,17,15,7,62,10,20,15,17,15,32,18,12,28,50,12,20,66,18,39,28,,,16,24,50,26,43,35,16,70,22,40,16,26,52,43,21,32,24,34,29,29,29,32,23,41,43,37,8,37,14,31,30,68,33,41,23,20,28,31,22,53,45,19,24,33,49,32,27,18,18,38,59,22,41,18,23,32,23,11,14,45,29,18,21,19,56,24,31,36,24
2017,10,7,29,23,23,11,26,58,104,35,41,31,8,24,29,10,23,29,23,20,11,29,17,37,29,22,12,33,28,,29,19,43,24,29,11,23,25,27,12,19,46,27,11,60,22,21,9,7,61,11,17,13,10,18,30,19,13,26,46,9,23,53,14,35,33,22,,13,22,42,28,38,23,18,68,19,35,19,23,33,26,14,32,28,40,24,18,25,40,19,34,47,33,10,52,11,37,26,52,22,31,21,22,25,26,19,47,44,16,21,28,53,26,24,21,17,38,57,14,53,15,35,33,26,12,13,46,21,16,22,19,61,27,29,31,17
2018,11,13,50,36,29,14,29,44,101,50,39,37,13,28,48,9,32,27,33,32,12,30,20,45,35,34,18,37,46,37,38,27,49,34,28,12,24,29,40,8,22,59,30,11,75,15,26,17,8,69,14,35,18,19,30,34,20,13,26,59,10,31,64,14,37,33,28,20,14,27,57,35,41,33,24,85,24,44,8,29,36,29,31,56,30,50,48,35,27,35,20,38,36,43,9,46,23,51,28,57,29,48,21,18,36,38,23,69,54,19,26,44,65,41,30,20,21,53,56,21,46,16,29,51,35,7,14,44,28,29,28,14,60,40,35,36,24
2019,12,14,55,30,26,12,37,74,80,53,51,46,10,32,42,13,26,38,34,33,11,34,13,41,39,36,16,39,41,38,40,25,45,37,28,15,27,26,14,11,27,62,31,11,88,13,27,9,10,76,12,33,19,12,24,31,12,14,27,63,16,24,76,16,38,31,20,21,15,24,60,33,39,27,17,91,21,49,11,26,38,40,48,62,37,49,70,35,32,40,27,35,45,44,9,69,19,50,41,66,28,54,23,26,28,50,32,70,51,21,38,56,62,33,30,27,23,60,56,33,35,20,31,46,29,8,14,52,31,17,30,18,71,38,37,44,21
